locus_tag	ftype	length_bp	gene	EC_number	COG	product
SRR29831_00395	CDS	1590	appA_1			Oligopeptide-binding protein AppA
SRR29831_00396	CDS	1716				hypothetical protein
SRR29831_00397	CDS	1719				hypothetical protein
SRR29831_00398	CDS	738	artM_1		COG1126	Arginine transport ATP-binding protein ArtM
SRR29831_00399	CDS	648	yecS_2		COG0765	L-cystine transport system permease protein YecS
SRR29831_00400	CDS	792	fliY_2		COG0834	L-cystine-binding protein FliY
SRR29831_00401	CDS	1185		3.5.1.47		N-acetyldiaminopimelate deacetylase
SRR29831_00402	CDS	102				hypothetical protein
SRR29831_00403	CDS	270				hypothetical protein
SRR29831_00404	CDS	543				hypothetical protein
SRR29831_00405	CDS	1314				hypothetical protein
SRR29831_00406	CDS	1872				hypothetical protein
SRR29831_00407	CDS	642				hypothetical protein
SRR29831_00408	CDS	603				hypothetical protein
SRR29831_00409	CDS	912				hypothetical protein
SRR29831_00410	CDS	420				hypothetical protein
SRR29831_00411	CDS	852	rhaS_1			HTH-type transcriptional activator RhaS
SRR29831_00412	CDS	1086				hypothetical protein
SRR29831_00413	CDS	1356				PTS system EIIBC component
SRR29831_00414	CDS	909	murQ_1	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
SRR29831_00415	CDS	846	murR_1		COG1737	HTH-type transcriptional regulator MurR
SRR29831_00416	CDS	1278	napF_1			Ferredoxin-type protein NapF
SRR29831_00417	CDS	324				hypothetical protein
SRR29831_00418	CDS	573				hypothetical protein
SRR29831_00419	CDS	849	lipA	2.8.1.8	COG0320	Lipoyl synthase
SRR29831_00420	CDS	978	lplJ_2	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
SRR29831_00421	CDS	762	fepC_1		COG1120	Ferric enterobactin transport ATP-binding protein FepC
SRR29831_00422	CDS	999	hmuU_1		COG0609	Hemin transport system permease protein HmuU
SRR29831_00423	CDS	915	btuF_1			Vitamin B12-binding protein
SRR29831_00424	CDS	1200	cntE			Staphylopine export protein
SRR29831_00425	CDS	687	crp_1		COG0664	CRP-like cAMP-activated global transcriptional regulator
SRR29831_00426	CDS	315				hypothetical protein
SRR29831_00427	CDS	1746			COG1132	putative ABC transporter ATP-binding/permease protein
SRR29831_00428	CDS	1806	msbA_2	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
SRR29831_00429	CDS	369	ybaN		COG2832	Inner membrane protein YbaN
SRR29831_00430	CDS	975	yicL		COG0697	putative inner membrane transporter YicL
SRR29831_00431	CDS	666			COG1136	putative ABC transporter ATP-binding protein
SRR29831_00432	CDS	1428				hypothetical protein
SRR29831_00433	CDS	1098	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
SRR29831_00434	CDS	672	ctrA			Cell cycle response regulator CtrA
SRR29831_00435	CDS	1227	padH	1.2.1.58		NADH-dependent phenylglyoxylate dehydrogenase subunit epsilon
SRR29831_00436	CDS	444	padI	1.2.1.58		NADH-dependent phenylglyoxylate dehydrogenase subunit beta
SRR29831_00437	CDS	1887	cooS1	1.2.7.4	COG1151	Carbon monoxide dehydrogenase 1
SRR29831_00438	CDS	426	nsrR			HTH-type transcriptional repressor NsrR
SRR29831_00439	CDS	387				hypothetical protein
SRR29831_00440	CDS	546				hypothetical protein
SRR29831_00441	CDS	648	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
SRR29831_00442	CDS	2031	ptsG	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
SRR29831_00443	CDS	828				hypothetical protein
SRR29831_00444	CDS	588	rbr1	1.11.1.1	COG1592	Rubrerythrin-1
SRR29831_00445	CDS	780				hypothetical protein
SRR29831_00446	CDS	375	ytrA_1		COG1725	HTH-type transcriptional repressor YtrA
SRR29831_00447	CDS	1131				hypothetical protein
SRR29831_00448	CDS	2568	rep_2	3.6.4.12		ATP-dependent DNA helicase Rep
SRR29831_00449	CDS	1446	trkG		COG0168	Trk system potassium uptake protein TrkG
SRR29831_00450	CDS	1368	trkA		COG0569	Trk system potassium uptake protein TrkA
SRR29831_00451	CDS	1128				hypothetical protein
SRR29831_00452	CDS	357				hypothetical protein
SRR29831_00453	CDS	759	comC			Type 4 prepilin-like proteins leader peptide-processing enzyme
SRR29831_00454	CDS	375				hypothetical protein
SRR29831_00455	CDS	429	hit_1		COG0537	Protein hit
SRR29831_00456	CDS	465				hypothetical protein
SRR29831_00457	CDS	894				DegV domain-containing protein
SRR29831_00458	CDS	2352				hypothetical protein
SRR29831_00459	CDS	666			COG1136	putative ABC transporter ATP-binding protein
SRR29831_00460	CDS	1248	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
SRR29831_00461	CDS	693	walR_2		COG0745	Transcriptional regulatory protein WalR
SRR29831_00462	CDS	357				hypothetical protein
SRR29831_00463	CDS	795				hypothetical protein
SRR29831_00464	CDS	1719		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
SRR29831_00465	CDS	2382	ctpE	7.2.2.10	COG0474	Calcium-transporting ATPase CtpE
SRR29831_00466	CDS	216	copZ			Copper chaperone CopZ
SRR29831_00467	CDS	2436	copA_1	7.2.2.8	COG2217	Copper-exporting P-type ATPase
SRR29831_00468	CDS	267	csoR_1		COG1937	Copper-sensing transcriptional repressor CsoR
SRR29831_00469	CDS	804	amj			Lipid II flippase Amj
SRR29831_00470	CDS	165				hypothetical protein
SRR29831_00471	CDS	1095				hypothetical protein
SRR29831_00472	CDS	2097				hypothetical protein
SRR29831_00473	CDS	1263	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
SRR29831_00474	CDS	1665				hypothetical protein
SRR29831_00475	CDS	846				hypothetical protein
SRR29831_00476	CDS	1272	yoaH_1		COG0840	Putative methyl-accepting chemotaxis protein YoaH
SRR29831_00477	CDS	1410	alsT_1		COG1115	Amino-acid carrier protein AlsT
SRR29831_00478	CDS	1665	rnjA_1	3.1.-.-	COG0595	Ribonuclease J1
SRR29831_00479	CDS	654	tal_1	2.2.1.2	COG0176	Transaldolase
SRR29831_00480	CDS	3324				hypothetical protein
SRR29831_00481	CDS	609	srtD_1	3.4.22.-	COG3764	Sortase D
SRR29831_00482	CDS	777	fpuC	7.2.2.-	COG1120	Petrobactin import ATP-binding protein FpuC
SRR29831_00483	CDS	996	fpuB		COG0609	Petrobactin import system permease protein FpuB
SRR29831_00484	CDS	894	isdE			High-affinity heme uptake system protein IsdE
SRR29831_00485	CDS	696				hypothetical protein
SRR29831_00486	CDS	237				hypothetical protein
SRR29831_00487	CDS	606	mntP_1		COG1971	putative manganese efflux pump MntP
SRR29831_00488	CDS	1062				hypothetical protein
SRR29831_00489	CDS	2196	topB_2	5.6.2.1	COG0550	DNA topoisomerase 3
SRR29831_00490	CDS	474	guaD	3.5.4.3	COG0590	Guanine deaminase
SRR29831_00491	CDS	474	ndhS	1.17.1.5		Nicotinate dehydrogenase small FeS subunit
SRR29831_00492	CDS	891				hypothetical protein
SRR29831_00493	CDS	2298	xdhA	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
SRR29831_00494	CDS	297				hypothetical protein
SRR29831_00495	CDS	291				hypothetical protein
SRR29831_00496	CDS	546				hypothetical protein
SRR29831_00497	CDS	504				hypothetical protein
SRR29831_00498	CDS	174				hypothetical protein
SRR29831_00499	CDS	696				hypothetical protein
SRR29831_00500	CDS	579				hypothetical protein
SRR29831_00501	CDS	573				hypothetical protein
SRR29831_00502	CDS	474				hypothetical protein
SRR29831_00503	CDS	339	ytrH			Sporulation membrane protein YtrH
SRR29831_00504	CDS	366				hypothetical protein
SRR29831_00505	CDS	729				hypothetical protein
SRR29831_00506	CDS	876	mneP		COG0053	Manganese efflux system protein MneP
SRR29831_00507	CDS	360				hypothetical protein
SRR29831_00508	CDS	795	srlR		COG1349	Glucitol operon repressor
SRR29831_00509	CDS	654	otnC	4.1.1.104	COG0235	3-oxo-tetronate 4-phosphate decarboxylase
SRR29831_00510	CDS	90				hypothetical protein
SRR29831_00511	CDS	1050	drdI	5.3.1.-		5-deoxyribose 1-phosphate isomerase
SRR29831_00512	CDS	1212	mtnK	2.7.1.100	COG4857	Methylthioribose kinase
SRR29831_00513	CDS	2232				hypothetical protein
SRR29831_00514	CDS	612		3.2.2.-	COG2094	Putative 3-methyladenine DNA glycosylase
SRR29831_00515	CDS	1167	grdD	1.21.4.2		Glycine/sarcosine/betaine reductase complex component C subunit alpha
SRR29831_00516	CDS	1539	grdC	1.21.4.2		Glycine/sarcosine/betaine reductase complex component C subunit beta
SRR29831_00517	CDS	324	grdA	1.21.4.2		Glycine/sarcosine/betaine reductase complex component A
SRR29831_00518	CDS	132	grdA1	1.21.4.2		Glycine/sarcosine/betaine reductase complex component A1
SRR29831_00519	CDS	321	trxA_1			Thioredoxin
SRR29831_00520	CDS	942	trxB_1	1.8.1.9		Thioredoxin reductase
SRR29831_00521	CDS	189	grdB_1	1.21.4.2		Glycine reductase complex component B subunit gamma
SRR29831_00522	CDS	1044	grdB_2	1.21.4.2		Glycine reductase complex component B subunit gamma
SRR29831_00523	CDS	1287	grdE	1.21.4.2		Glycine reductase complex component B subunits alpha and beta
SRR29831_00524	CDS	378				hypothetical protein
SRR29831_00525	CDS	942	trxB_2	1.8.1.9	COG0492	Thioredoxin reductase
SRR29831_00526	CDS	1461	gapN	1.2.1.9	COG1012	NADP-dependent glyceraldehyde-3-phosphate dehydrogenase
SRR29831_00527	CDS	228	grxC		COG0695	Glutaredoxin 3
SRR29831_00528	CDS	744				hypothetical protein
SRR29831_00529	CDS	309				hypothetical protein
SRR29831_00530	CDS	1437	alsT_2		COG1115	Amino-acid carrier protein AlsT
SRR29831_00531	CDS	234				hypothetical protein
SRR29831_00532	CDS	222				hypothetical protein
SRR29831_00533	CDS	693				hypothetical protein
SRR29831_00534	CDS	732	bcrA_2			Bacitracin transport ATP-binding protein BcrA
SRR29831_00535	CDS	228				hypothetical protein
SRR29831_00536	CDS	588				hypothetical protein
SRR29831_00537	CDS	1050				hypothetical protein
SRR29831_00538	CDS	534	puuR_1			HTH-type transcriptional regulator PuuR
SRR29831_00539	CDS	210				hypothetical protein
SRR29831_00540	CDS	756				hypothetical protein
SRR29831_00541	CDS	108				hypothetical protein
SRR29831_00542	CDS	192	sspH_1			Small, acid-soluble spore protein H
SRR29831_00543	CDS	627	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
SRR29831_00544	CDS	405				hypothetical protein
SRR29831_00545	CDS	492				hypothetical protein
SRR29831_00546	CDS	1065				hypothetical protein
SRR29831_00547	CDS	1020				hypothetical protein
SRR29831_00548	CDS	573	ydbD	1.11.1.6	COG3546	putative manganese catalase
SRR29831_00549	CDS	273				hypothetical protein
SRR29831_00550	CDS	162				hypothetical protein
SRR29831_00551	CDS	1584	appA_2			Oligopeptide-binding protein AppA
SRR29831_00552	CDS	954	gsiC		COG0601	Glutathione transport system permease protein GsiC
SRR29831_00553	CDS	858	dppC_2		COG1173	Dipeptide transport system permease protein DppC
SRR29831_00554	CDS	675	yknY_3	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
SRR29831_00555	CDS	816				hypothetical protein
SRR29831_00556	CDS	1284	ytrF		COG0577	ABC transporter permease YtrF
SRR29831_00557	CDS	693	yknW			Membrane protein YknW
SRR29831_00558	CDS	969				hypothetical protein
SRR29831_00559	CDS	585		3.1.3.-	COG5663	Nucleotidase
SRR29831_00560	CDS	144				hypothetical protein
SRR29831_00561	CDS	210				hypothetical protein
SRR29831_00562	CDS	837	yfmS_1		COG0840	Putative sensory transducer protein YfmS
SRR29831_00563	CDS	891	sdhA	4.3.1.17		L-serine dehydratase, alpha chain
SRR29831_00564	CDS	672	sdhB	4.3.1.17		L-serine dehydratase, beta chain
SRR29831_00565	CDS	1260				hypothetical protein
SRR29831_00566	CDS	1515	ydhD	3.2.-.-	COG3858	Putative sporulation-specific glycosylase YdhD
SRR29831_00567	CDS	2142				hypothetical protein
SRR29831_00568	CDS	822	csxC			Exosporium protein C
SRR29831_00569	CDS	369				hypothetical protein
SRR29831_00570	CDS	456	elaA		COG2153	Protein ElaA
SRR29831_00571	CDS	747				hypothetical protein
SRR29831_00572	CDS	873	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
SRR29831_00573	CDS	372	ytrA_2		COG1725	HTH-type transcriptional repressor YtrA
SRR29831_00574	CDS	1014	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
SRR29831_00575	CDS	678	walR_3		COG0745	Transcriptional regulatory protein WalR
SRR29831_00576	CDS	2472				hypothetical protein
SRR29831_00577	CDS	690			COG1136	putative ABC transporter ATP-binding protein
SRR29831_00578	CDS	1203	tyrS_1	6.1.1.1	COG0162	Tyrosine--tRNA ligase
SRR29831_00579	CDS	1629		3.2.1.2		Thermophilic beta-amylase
SRR29831_00580	CDS	588				hypothetical protein
SRR29831_00581	CDS	552	sutR_1		COG1396	HTH-type transcriptional regulator SutR
SRR29831_00582	CDS	1728	rebO	1.4.3.23		Flavin-dependent L-tryptophan oxidase RebO
SRR29831_00583	CDS	1476	selO	2.7.7.-	COG0397	Protein adenylyltransferase SelO
SRR29831_00584	CDS	1257				hypothetical protein
SRR29831_00585	CDS	621	betI_3			HTH-type transcriptional regulator BetI
SRR29831_00586	CDS	462				hypothetical protein
SRR29831_00587	CDS	3519		1.2.7.1	COG0674	Pyruvate:ferredoxin oxidoreductase
SRR29831_00588	CDS	168				hypothetical protein
SRR29831_00589	CDS	483				hypothetical protein
SRR29831_00590	CDS	561				hypothetical protein
SRR29831_00591	CDS	744				hypothetical protein
SRR29831_00592	CDS	924	bcrA_3			Bacitracin transport ATP-binding protein BcrA
SRR29831_00593	CDS	1356				hypothetical protein
SRR29831_00594	CDS	720	agrA		COG3279	Accessory gene regulator protein A
SRR29831_00595	CDS	597				hypothetical protein
SRR29831_00596	CDS	756				hypothetical protein
SRR29831_00597	CDS	1071	mnmA_1	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
SRR29831_00598	CDS	129				hypothetical protein
SRR29831_00599	CDS	801	larE_1	4.4.1.37	COG1606	Pyridinium-3,5-bisthiocarboxylic acid mononucleotide synthase
SRR29831_00600	CDS	1131	iscS_1	2.8.1.7		Cysteine desulfurase IscS
SRR29831_00601	CDS	825	yxeM_2		COG0834	putative amino-acid-binding protein YxeM
SRR29831_00602	CDS	669	yxeN_2			putative amino-acid permease protein YxeN
SRR29831_00603	CDS	930	cysK1	2.5.1.47	COG0031	O-acetylserine sulfhydrylase
SRR29831_00604	CDS	438	cymR_1			HTH-type transcriptional regulator CymR
SRR29831_00605	CDS	810	zupT_1		COG0428	Zinc transporter ZupT
SRR29831_00606	CDS	738				hypothetical protein
SRR29831_00607	CDS	144				hypothetical protein
SRR29831_00608	CDS	507	bltD_1	2.3.1.57	COG0454	Spermine/spermidine acetyltransferase
SRR29831_00609	CDS	795	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
SRR29831_00610	CDS	849	folD			Bifunctional protein FolD protein
SRR29831_00611	CDS	633	fchA	3.5.4.9	COG3404	Methenyltetrahydrofolate cyclohydrolase
SRR29831_00612	CDS	912	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
SRR29831_00613	CDS	924	psuG	4.2.1.70	COG2313	Pseudouridine-5'-phosphate glycosidase
SRR29831_00614	CDS	1098	psuK	2.7.1.83	COG0524	Pseudouridine kinase
SRR29831_00615	CDS	882	yhbE		COG0697	putative inner membrane transporter YhbE
SRR29831_00616	CDS	1644	asD	2.6.1.1	COG0436	Bifunctional aspartate aminotransferase and L-aspartate beta-decarboxylase
SRR29831_00617	CDS	303				hypothetical protein
SRR29831_00618	CDS	795	glnQ_1			Glutamine transport ATP-binding protein GlnQ
SRR29831_00619	CDS	906				hypothetical protein
SRR29831_00620	CDS	1008				hypothetical protein
SRR29831_00621	CDS	417				hypothetical protein
SRR29831_00622	CDS	420		3.1.-.-	COG0824	Putative esterase
SRR29831_00623	CDS	1164	ypfD		COG0539	30S ribosomal protein S1 
SRR29831_00624	CDS	276				hypothetical protein
SRR29831_00625	CDS	486				hypothetical protein
SRR29831_00626	CDS	504				hypothetical protein
SRR29831_00627	CDS	105				hypothetical protein
SRR29831_00628	CDS	282				hypothetical protein
SRR29831_00629	CDS	198				hypothetical protein
SRR29831_00630	CDS	213				hypothetical protein
SRR29831_00631	CDS	204				hypothetical protein
SRR29831_00632	CDS	180				hypothetical protein
SRR29831_00633	CDS	549				hypothetical protein
SRR29831_00634	CDS	456				hypothetical protein
SRR29831_00635	CDS	234				hypothetical protein
SRR29831_00636	CDS	192				hypothetical protein
SRR29831_00637	CDS	387				hypothetical protein
SRR29831_00638	CDS	522				hypothetical protein
SRR29831_00639	CDS	342				hypothetical protein
SRR29831_00640	CDS	759				hypothetical protein
SRR29831_00641	CDS	519				hypothetical protein
SRR29831_00642	CDS	438				hypothetical protein
SRR29831_00643	CDS	297				hypothetical protein
SRR29831_00644	CDS	381				hypothetical protein
SRR29831_00645	CDS	282				hypothetical protein
SRR29831_00646	CDS	369				hypothetical protein
SRR29831_00647	CDS	504				hypothetical protein
SRR29831_00648	CDS	8220				hypothetical protein
SRR29831_00649	CDS	1173				hypothetical protein
SRR29831_00650	CDS	795				hypothetical protein
SRR29831_00651	CDS	1200				hypothetical protein
SRR29831_00652	CDS	141				hypothetical protein
SRR29831_00653	CDS	1740				hypothetical protein
SRR29831_00654	CDS	327				hypothetical protein
SRR29831_00655	CDS	1707	smc_1			Chromosome partition protein Smc
SRR29831_00656	CDS	1101	yhhT		COG0628	Putative transport protein YhhT
SRR29831_00657	CDS	423				hypothetical protein
SRR29831_00658	CDS	1383	ynjE	2.8.1.1	COG2897	Thiosulfate sulfurtransferase YnjE
SRR29831_00659	CDS	582				hypothetical protein
SRR29831_00660	CDS	573	xpt_1	2.4.2.22		Xanthine phosphoribosyltransferase
SRR29831_00661	CDS	912	ycf3			Photosystem I assembly protein Ycf3
SRR29831_00662	CDS	201				hypothetical protein
SRR29831_00663	CDS	465				hypothetical protein
SRR29831_00664	CDS	312		2.8.1.-	COG0607	Sulfurtransferase
SRR29831_00665	CDS	501				hypothetical protein
SRR29831_00666	CDS	627				hypothetical protein
SRR29831_00667	CDS	1515	betL		COG1292	Glycine betaine transporter BetL
SRR29831_00668	CDS	4290				hypothetical protein
SRR29831_00669	CDS	1197	norV_1		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
SRR29831_00670	CDS	1329				hypothetical protein
SRR29831_00671	CDS	945		1.1.1.81	COG0111	Hydroxypyruvate reductase
SRR29831_00672	CDS	1074		2.6.1.51	COG0075	Serine-pyruvate aminotransferase
SRR29831_00673	CDS	1335			COG2239	Magnesium transporter MgtE
SRR29831_00674	CDS	813				hypothetical protein
SRR29831_00675	CDS	99				hypothetical protein
SRR29831_00676	CDS	126				hypothetical protein
SRR29831_00677	CDS	1434	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
SRR29831_00678	CDS	438				hypothetical protein
SRR29831_00679	CDS	204				hypothetical protein
SRR29831_00680	CDS	984	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
SRR29831_00681	CDS	597	lysO		COG2431	Lysine exporter LysO
SRR29831_00682	CDS	279				hypothetical protein
SRR29831_00683	CDS	336				hypothetical protein
SRR29831_00684	CDS	552	speG	2.3.1.57		Spermidine N(1)-acetyltransferase
SRR29831_00685	CDS	960				hypothetical protein
SRR29831_00686	CDS	1020	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
SRR29831_00687	CDS	807	ycjP		COG0395	Inner membrane ABC transporter permease protein YcjP
SRR29831_00688	CDS	873				hypothetical protein
SRR29831_00689	CDS	1239	ynjB		COG4134	Protein YnjB
SRR29831_00690	CDS	978				hypothetical protein
SRR29831_00691	CDS	546	bamD			Outer membrane protein assembly factor BamD
SRR29831_00692	CDS	1374	mepA_2			Multidrug export protein MepA
SRR29831_00693	CDS	438	slyA_1			Transcriptional regulator SlyA
SRR29831_00694	CDS	1383	alsT_3		COG1115	Amino-acid carrier protein AlsT
SRR29831_00695	CDS	1404	alsT_4		COG1115	Amino-acid carrier protein AlsT
SRR29831_00696	CDS	1371	aldH1	1.2.1.-	COG1012	4,4'-diaponeurosporen-aldehyde dehydrogenase
SRR29831_00697	CDS	645		2.7.7.-	COG0617	CC-adding tRNA nucleotidyltransferase
SRR29831_00698	CDS	198				hypothetical protein
SRR29831_00699	CDS	1509		3.1.-.-	COG1236	Ribonuclease
SRR29831_00700	CDS	1017	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
SRR29831_00701	CDS	1458	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
SRR29831_00702	CDS	213				hypothetical protein
SRR29831_00703	CDS	864				hypothetical protein
SRR29831_00704	CDS	693	lldR		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
SRR29831_00705	CDS	522				hypothetical protein
SRR29831_00706	CDS	651				hypothetical protein
SRR29831_00707	CDS	1167		3.5.1.47		N-acetyldiaminopimelate deacetylase
SRR29831_00708	CDS	813			COG1464	Membrane lipoprotein TpN32
SRR29831_00709	CDS	813	metQ		COG1464	D-methionine-binding lipoprotein MetQ
SRR29831_00710	CDS	642	metP_2		COG2011	Methionine import system permease protein MetP
SRR29831_00711	CDS	957	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
SRR29831_00712	CDS	1584				hypothetical protein
SRR29831_00713	CDS	726	serB1_1	3.1.3.3	COG0560	Phosphoserine phosphatase SerB1
